call_id,call_outcome,rep_id,rep_tenure,cuisine_type,restaurant_type,num_locations,call_duration_min,owner_name_used_in_opening,referral_used,referral_specificity,referral_pivot_quality,research_hook_used,discovery_question_asked,discovery_asked_order_source,discovery_asked_marketing,discovery_asked_priority,discovery_asked_other,rep_used_prospect_answer,prospect_language_mirrored,commission_math_specific,third_party_handling,google_visibility_angle_used,social_proof_used,pos_integration_raised,tried_before_objection_handled,no_commitment_close_used,pricing_disclosed_proactively,specific_time_proposed,email_secured,graceful_exit_on_rejection,call_type
call_065,demo_booked,rep_08,mid,unknown,full_service,1,7,False,False,not_used,not_needed,not_used,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,none,not_raised,not_raised,False,not_applicable,specific,True,not_applicable,in_flight_followup
call_066,demo_booked,rep_03,senior,unknown,full_service,2,2,True,True,detailed,no_pivot,specific_findings,after_pitch,True,False,False,False,implicit,not_mirrored,generic,proactive_reframe,not_used,none,not_applicable,not_raised,False,not_applicable,specific,False,graceful,cold_outreach
call_068,demo_booked,rep_01,senior,unknown,unknown,1,19,True,False,not_used,not_needed,not_used,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,specific_numbers,not_raised,not_raised,False,proactive,specific,True,not_applicable,in_flight_followup
call_072,demo_booked,rep_01,senior,unknown,unknown,1,24,True,False,not_used,not_needed,not_used,none,False,False,False,False,none,not_mirrored,generic,reactive_generic,generic,none,reactive,not_raised,False,proactive,specific,True,not_applicable,in_flight_followup
call_077,demo_booked,rep_09,mid,unknown,full_service,1,6,False,False,not_used,not_needed,specific_findings,after_pitch,False,True,False,True,implicit,paraphrased,not_mentioned,not_raised,not_used,none,reactive,not_raised,False,not_applicable,not_reached,False,not_applicable,confirmation
call_083,not_booked,rep_03,senior,American,full_service,2,1,True,True,basic,weak,not_used,none,False,False,False,False,none,not_mirrored,not_mentioned,proactive_reframe,not_used,none,not_applicable,not_raised,False,not_applicable,not_reached,True,graceful,cold_outreach
call_027,not_booked,rep_08,mid,American,full_service,2,2,True,True,basic,weak,not_used,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,none,not_applicable,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_108,not_booked,rep_13,new,American,full_service,1,6,True,False,not_used,not_needed,specific_findings,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,specific,generic,proactive,not_raised,True,not_applicable,specific,True,graceful,inbound_followup
call_095,not_booked,rep_14,new,American,full_service,1,3,False,True,basic,not_needed,generic,none,False,False,False,False,none,not_mirrored,not_mentioned,proactive_reframe,generic,none,proactive,not_raised,False,not_applicable,not_reached,False,not_applicable,cold_outreach
call_039,not_booked,rep_11,new,American,full_service,1,5,True,False,not_used,not_needed,generic,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,generic,none,not_raised,not_raised,False,not_applicable,not_reached,False,not_applicable,inbound_followup
call_096,not_booked,rep_06,mid,American,full_service,4,3,True,True,detailed,weak,generic,after_pitch,True,False,False,False,implicit,not_mirrored,generic,proactive_reframe,not_used,specific_numbers,reactive,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_020,not_booked,rep_08,mid,American,full_service,7,2,True,True,basic,no_pivot,generic,before_pitch,False,False,False,True,implicit,exact_words,not_mentioned,not_raised,generic,none,not_applicable,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_094,not_booked,rep_08,mid,American,quick_service,1,1,True,True,basic,not_needed,generic,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,generic,none,not_applicable,not_raised,False,not_applicable,not_reached,False,abrupt,cold_outreach
call_111,not_booked,rep_06,mid,American,full_service,1,3,False,True,basic,weak,not_used,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,none,not_applicable,not_raised,False,not_applicable,specific,True,not_applicable,cold_outreach
call_110,not_booked,rep_08,mid,American,full_service,1,2,True,True,detailed,not_needed,generic,before_pitch,False,False,False,True,none,not_mirrored,not_mentioned,not_raised,not_used,none,not_applicable,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_130,not_booked,rep_12,new,American,full_service,3,8,True,True,basic,no_pivot,specific_findings,after_pitch,False,False,False,True,implicit,paraphrased,not_mentioned,reactive_generic,specific,none,reactive,not_raised,True,not_applicable,open_ended,False,graceful,inbound_followup
call_135,not_booked,rep_08,mid,American,full_service,3,2,False,True,basic,not_needed,generic,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,generic,none,not_applicable,not_raised,False,not_applicable,specific,False,not_applicable,cold_outreach
call_041,not_booked,rep_02,senior,American,full_service,3,3,False,True,basic,weak,generic,before_pitch,False,False,False,True,none,not_mirrored,not_mentioned,reactive_generic,not_used,generic,not_raised,not_raised,False,not_applicable,open_ended,True,graceful,cold_outreach
call_045,not_booked,rep_15,new,American (New),full_service,1,1,True,False,not_used,not_needed,not_used,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,none,not_applicable,not_raised,False,not_applicable,open_ended,False,graceful,inbound_followup
call_122,not_booked,rep_13,new,Caribbean,full_service,2,2,True,False,not_used,not_needed,generic,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,generic,none,not_applicable,not_raised,True,not_applicable,open_ended,False,not_applicable,inbound_followup
call_121,not_booked,rep_04,senior,Chinese,full_service,1,3,True,False,not_used,not_needed,generic,none,False,False,False,False,none,not_mirrored,not_mentioned,reactive_generic,generic,none,proactive,not_raised,False,not_applicable,open_ended,False,not_applicable,cold_outreach
call_116,not_booked,rep_05,senior,Chinese,full_service,1,3,True,True,basic,weak,specific_findings,after_pitch,False,False,False,True,none,paraphrased,generic,reactive_generic,specific,specific_numbers,not_raised,not_raised,False,not_applicable,open_ended,False,not_applicable,inbound_followup
call_101,not_booked,rep_03,senior,Global Food,full_service,3,4,True,True,basic,weak,generic,after_pitch,True,False,False,True,implicit,paraphrased,not_mentioned,reactive_generic,not_used,scale_reference,not_applicable,not_raised,False,proactive,open_ended,False,not_applicable,cold_outreach
call_115,not_booked,rep_03,senior,Greek,full_service,1,3,False,True,detailed,strong,generic,before_pitch,True,False,False,True,implicit,not_mirrored,generic,proactive_reframe,generic,scale_reference,reactive,weak,False,not_applicable,open_ended,False,graceful,cold_outreach
call_093,not_booked,rep_08,mid,Indian,full_service,1,3,False,True,basic,no_pivot,generic,none,False,False,False,False,none,not_mirrored,generic,proactive_reframe,not_used,none,proactive,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_034,not_booked,rep_13,new,Indian,full_service,1,2,True,False,not_used,not_needed,not_used,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,none,not_applicable,not_raised,False,not_applicable,not_reached,False,not_applicable,inbound_followup
call_082,not_booked,rep_02,senior,Indian,full_service,1,5,False,True,detailed,strong,generic,before_pitch,True,False,False,True,implicit,not_mirrored,generic,proactive_reframe,not_used,generic,not_applicable,not_raised,True,not_applicable,specific,True,not_applicable,cold_outreach
call_106,not_booked,rep_11,new,Italian,full_service,1,6,True,True,basic,weak,not_used,before_pitch,True,False,False,True,implicit,not_mirrored,generic,reactive_generic,generic,specific_numbers,reactive,not_raised,False,proactive,open_ended,True,not_applicable,inbound_followup
call_105,not_booked,rep_07,mid,Italian,full_service,1,7,False,True,basic,no_pivot,specific_findings,after_pitch,False,False,False,True,none,not_mirrored,not_mentioned,not_raised,specific,specific_numbers,not_applicable,not_raised,True,not_applicable,open_ended,False,not_applicable,cold_outreach
call_031,not_booked,rep_11,new,Italian,full_service,1,1,True,False,not_used,not_needed,not_used,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,none,not_applicable,not_raised,False,not_applicable,open_ended,False,graceful,inbound_followup
call_112,not_booked,rep_14,new,Italian,full_service,2,4,False,True,detailed,strong,specific_findings,after_pitch,False,False,False,True,implicit,not_mirrored,not_mentioned,not_raised,specific,scale_reference,reactive,not_raised,True,not_applicable,specific,True,graceful,cold_outreach
call_113,not_booked,rep_14,new,Italian,full_service,1,4,False,False,not_used,not_needed,generic,none,False,False,False,False,none,not_mirrored,generic,reactive_generic,generic,none,reactive,not_raised,False,not_applicable,open_ended,True,graceful,cold_outreach
call_114,not_booked,rep_14,new,Italian,full_service,1,4,True,True,basic,not_needed,specific_findings,none,False,False,False,False,none,not_mirrored,generic,proactive_reframe,specific,generic,not_applicable,not_raised,False,not_applicable,not_reached,False,graceful,in_flight_followup
call_126,not_booked,rep_06,mid,Italian,full_service,1,3,True,True,detailed,weak,not_used,none,False,False,False,False,none,not_mirrored,not_mentioned,proactive_reframe,not_used,specific_numbers,not_applicable,not_raised,False,not_applicable,open_ended,True,not_applicable,cold_outreach
call_140,not_booked,rep_06,mid,Italian,full_service,2,3,True,True,basic,weak,generic,after_pitch,True,False,False,False,implicit,paraphrased,generic,reactive_generic,not_used,specific_numbers,reactive,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_129,not_booked,rep_11,new,Italian,full_service,1,3,False,True,detailed,no_pivot,not_used,after_pitch,False,False,False,True,none,not_mirrored,generic,proactive_reframe,not_used,specific_numbers,not_raised,not_raised,False,not_applicable,not_reached,False,graceful,inbound_followup
call_030,not_booked,rep_11,new,Italian,full_service,1,2,True,False,not_used,not_needed,generic,after_pitch,False,False,False,True,none,not_mirrored,not_mentioned,not_raised,not_used,none,not_raised,not_raised,False,not_applicable,open_ended,False,graceful,inbound_followup
call_036,not_booked,rep_06,mid,Italian,full_service,1,2,True,True,basic,not_needed,not_used,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,none,not_applicable,not_raised,False,not_applicable,open_ended,False,not_applicable,cold_outreach
call_141,not_booked,rep_04,senior,Italian,full_service,1,3,False,False,not_used,not_needed,generic,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,generic,none,not_applicable,not_raised,False,reactive,open_ended,False,not_applicable,inbound_followup
call_021,not_booked,rep_09,mid,Italian,full_service,1,3,False,False,not_used,not_needed,generic,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,none,not_applicable,not_raised,False,not_applicable,open_ended,False,not_applicable,confirmation
call_132,not_booked,rep_06,mid,Italian,full_service,1,3,False,False,not_used,not_needed,not_used,none,False,False,False,False,none,not_mirrored,generic,reactive_generic,generic,none,not_raised,not_raised,False,not_applicable,specific,False,not_applicable,in_flight_followup
call_044,not_booked,rep_12,new,Italian,full_service,1,5,False,False,not_used,not_needed,not_used,after_pitch,False,False,False,True,none,not_mirrored,not_mentioned,reactive_generic,generic,none,not_applicable,weak,False,reactive,not_reached,False,graceful,inbound_followup
call_149,not_booked,rep_04,senior,Japanese,full_service,2,4,False,False,not_used,not_needed,generic,after_pitch,True,False,False,True,implicit,not_mirrored,generic,proactive_reframe,not_used,none,not_applicable,not_raised,False,not_applicable,not_reached,False,graceful,in_flight_followup
call_104,not_booked,rep_06,mid,Korean,full_service,1,7,True,False,not_used,not_needed,specific_findings,after_pitch,False,False,False,True,implicit,paraphrased,not_mentioned,not_raised,specific,none,not_applicable,not_raised,True,not_applicable,specific,False,not_applicable,inbound_followup
call_028,not_booked,rep_02,senior,Mediterranean,quick_service,6,4,False,True,basic,weak,not_used,before_pitch,False,False,False,True,implicit,paraphrased,not_mentioned,not_raised,not_used,none,reactive,weak,False,not_applicable,not_reached,False,graceful,cold_outreach
call_040,not_booked,rep_03,senior,Mexican,full_service,1,5,False,True,basic,not_needed,generic,after_pitch,False,False,False,True,implicit,not_mirrored,not_mentioned,proactive_reframe,generic,none,not_applicable,not_raised,True,not_applicable,not_reached,False,graceful,cold_outreach
call_150,not_booked,rep_14,new,Mexican,full_service,3,2,True,True,detailed,no_pivot,specific_findings,after_pitch,False,False,False,True,none,not_mirrored,generic,proactive_reframe,specific,none,not_raised,not_raised,False,not_applicable,open_ended,False,graceful,cold_outreach
call_136,not_booked,rep_02,senior,Mexican,full_service,1,3,False,True,basic,not_needed,specific_findings,after_pitch,False,False,False,True,none,not_mirrored,generic,proactive_reframe,generic,specific_numbers,reactive,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_144,not_booked,rep_08,mid,Mexican,full_service,1,6,False,True,basic,not_needed,specific_findings,after_pitch,False,False,False,True,implicit,not_mirrored,generic,proactive_reframe,specific,generic,not_applicable,not_raised,False,proactive,open_ended,False,not_applicable,cold_outreach
call_100,not_booked,rep_15,new,Mexican,full_service,2,4,False,True,detailed,weak,generic,after_pitch,True,False,False,True,implicit,paraphrased,generic,reactive_generic,not_used,specific_numbers,not_applicable,weak,False,not_applicable,specific,False,not_applicable,inbound_followup
call_099,not_booked,rep_07,mid,Mexican,full_service,1,9,True,True,basic,not_needed,specific_findings,before_pitch,True,False,False,True,implicit,paraphrased,generic,proactive_reframe,specific,specific_numbers,not_raised,not_raised,True,not_applicable,specific,True,graceful,in_flight_followup
call_145,not_booked,rep_02,senior,Mexican,full_service,5,6,False,True,basic,not_needed,generic,after_pitch,True,False,False,True,implicit,paraphrased,not_mentioned,reactive_generic,not_used,specific_numbers,reactive,weak,False,reactive,open_ended,False,graceful,cold_outreach
call_147,not_booked,,mid,Mexican,full_service,2,2,False,True,basic,not_needed,generic,before_pitch,True,False,False,False,implicit,not_mirrored,not_mentioned,not_raised,generic,none,not_raised,not_raised,False,not_applicable,not_reached,True,graceful,cold_outreach
call_139,not_booked,rep_14,new,Mexican,full_service,1,5,True,True,basic,no_pivot,specific_findings,after_pitch,True,False,False,False,none,not_mirrored,not_mentioned,reactive_generic,generic,none,proactive,not_raised,False,not_applicable,open_ended,False,not_applicable,cold_outreach
call_029,not_booked,rep_08,mid,Mexican,full_service,2,2,False,True,basic,no_pivot,specific_findings,before_pitch,True,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,none,not_applicable,not_raised,False,not_applicable,open_ended,False,graceful,cold_outreach
call_026,not_booked,rep_06,mid,Mexican,full_service,2,1,False,False,not_used,not_needed,not_used,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,none,not_applicable,not_raised,False,not_applicable,not_reached,False,not_applicable,in_flight_followup
call_024,not_booked,rep_03,senior,Mexican,quick_service,6,1,True,True,basic,not_needed,generic,after_pitch,True,False,False,False,none,not_mirrored,generic,proactive_reframe,not_used,none,proactive,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_131,not_booked,rep_07,mid,Mexican,full_service,1,2,False,True,basic,not_needed,specific_findings,after_pitch,True,False,False,False,none,not_mirrored,generic,proactive_reframe,not_used,generic,proactive,not_raised,False,not_applicable,not_reached,True,not_applicable,cold_outreach
call_090,not_booked,rep_08,mid,Mexican,full_service,2,4,False,True,detailed,not_needed,specific_findings,after_pitch,True,False,False,False,implicit,not_mirrored,generic,proactive_reframe,specific,none,proactive,not_raised,False,not_applicable,open_ended,True,graceful,in_flight_followup
call_017,not_booked,rep_13,new,Mexican,full_service,1,2,False,False,not_used,not_needed,generic,none,False,False,False,False,none,not_mirrored,not_mentioned,not_raised,not_used,none,not_applicable,not_raised,False,not_applicable,not_reached,False,not_applicable,inbound_followup
call_125,not_booked,rep_02,senior,Peruvian,full_service,2,2,False,True,basic,no_pivot,generic,after_pitch,True,False,False,False,none,not_mirrored,generic,proactive_reframe,not_used,generic,not_applicable,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_019,not_booked,rep_08,mid,Southern,full_service,2,1,True,True,basic,not_needed,not_used,after_pitch,True,False,False,False,none,not_mirrored,not_mentioned,not_raised,generic,none,not_applicable,not_raised,False,not_applicable,not_reached,False,graceful,cold_outreach
call_089,not_booked,rep_03,senior,Sushi,quick_service,7,1,True,True,basic,weak,generic,after_pitch,False,False,False,True,none,not_mirrored,not_mentioned,not_raised,generic,specific_numbers,not_applicable,not_raised,True,not_applicable,not_reached,False,graceful,in_flight_followup
call_124,not_booked,rep_08,mid,Thai,full_service,1,5,False,True,basic,strong,generic,after_pitch,True,False,False,True,implicit,paraphrased,not_mentioned,reactive_generic,generic,none,reactive,not_raised,False,not_applicable,open_ended,True,not_applicable,cold_outreach
